,Main Category,Child Category,GrandChild Category,Prompt,Translate
2342,Themes,Sci-fi,,Ghostcore,幽灵核心
2343,Themes,Sci-fi,,Spiritcore,灵魂核心
2344,Themes,Sci-fi,,Cypernoir,瑟普诺尔(Cypernoir)
2345,Themes,Sci-fi,,Goblincore,妖精核心
2346,Themes,Sci-fi,,Rangercore,牧场核心
2347,Themes,Sci-fi,,Magewave,镁波（Magewave
2348,Themes,Sci-fi,,Illuminati,光明会
2349,Themes,Outer Space,,Spacecore,空间核心
2350,Themes,Outer Space,,Celestial,天人合一
2351,Themes,Outer Space,,Interstellar,星际》(Interstellar)
2352,Themes,Outer Space,,Interstellar Space,星际空间
2353,Themes,Outer Space,,Outer Space,外层空间
2354,Themes,Outer Space,,Lunar,月球
2355,Themes,Outer Space,,Starry,椋鸟
2356,Themes,Outer Space,,Neutron Star,中子星
2357,Themes,Outer Space,,Stellar Corona,恒星日冕
2358,Themes,Outer Space,,Nebula,星云
2359,Themes,Outer Space,,Vela Pulsar,Vela Pulsar
2360,Themes,Outer Space,,Quasar,类星体
2361,Themes,Outer Space,,Microquasar,微夸星
2362,Themes,Outer Space,,Magnetar,磁铁
2363,Themes,Outer Space,,Blackhole,黑洞
2364,Themes,Outer Space,,Wormhole,虫洞
2365,Themes,Outer Space,,Solar Eclipse,日食
2366,Themes,Outer Space,,Eclipse,日蚀
2367,Themes,Outer Space,,Antimatter,反物质
2368,Themes,Outer Space,,Dark Matter,暗物质
2369,Themes,Outer Space,,Orbital,轨道
2370,Themes,Outer Space,,NASA,美国国家航空航天局
2371,Themes,Planets,,Planetary,行星
2372,Themes,Planets,,Planet Venus,金星
2373,Themes,Planets,,Jupiter,木星
2374,Themes,Planets,,Planet Jupiter,行星木星
2375,Themes,Planets,,Saturn,土星
2376,Themes,Planets,,Planet Saturn,土星行星
2377,Themes,Planets,,Sun,太阳
2378,Themes,Planets,,Asteroid,小行星
2379,Themes,Countries and Nations,,American Realism,美国现实主义
2380,Themes,Countries and Nations,,Canadian Realism,加拿大现实主义
2381,Themes,Countries and Nations,,Brazilian Realism,巴西现实主义
2382,Themes,Countries and Nations,,Mexican Realism,墨西哥现实主义
2383,Themes,Countries and Nations,,African Realism,非洲现实主义
2384,Themes,Countries and Nations,,Australian Realism,澳大利亚现实主义
2385,Themes,Countries and Nations,,Spanish Realism,西班牙现实主义
2386,Themes,Countries and Nations,,French Realism,法国现实主义
2387,Themes,Countries and Nations,,Italian Realism,意大利现实主义
2388,Themes,Countries and Nations,,Turkish Realism,土耳其现实主义
2389,Themes,Countries and Nations,,British Realism,英国现实主义
2390,Themes,Countries and Nations,,German Realism,德国现实主义
2391,Themes,Countries and Nations,,German Romanticism,德国浪漫主义
2392,Themes,Countries and Nations,,Greek Realism,希腊现实主义
2393,Themes,Countries and Nations,,Greek Icon,希腊图标
2394,Themes,Countries and Nations,,Greek Mythology,希臘神話
2395,Themes,Countries and Nations,,Greek God,希腊神
2396,Themes,Countries and Nations,,Greek Goddess,希腊女神
2397,Themes,Countries and Nations,,Polish Realism,波兰现实主义
2398,Themes,Countries and Nations,,Hungarian Realism,匈牙利现实主义
2399,Themes,Countries and Nations,,Swiss Realism,瑞士现实主义
2400,Themes,Countries and Nations,,Swedish Realism,瑞典现实主义
2401,Themes,Countries and Nations,,Irish Realism,爱尔兰现实主义
2402,Themes,Countries and Nations,,Roman Realism,罗马现实主义
2403,Themes,Countries and Nations,,Roman Icon,罗马图标
2404,Themes,Countries and Nations,,Roman Mythology,罗马神话
2405,Themes,Countries and Nations,,Roman God,罗马神
2406,Themes,Countries and Nations,,Roman Goddess,罗马女神
2407,Themes,Countries and Nations,,Dominican Realism,多米尼加现实主义
2408,Themes,Countries and Nations,,Chinese Realism,中国现实主义
2409,Themes,Countries and Nations,,Japanese Realism,日本的现实主义
2410,Themes,Countries and Nations,,Japonism,粳主义
2411,Themes,Countries and Nations,,Ukrainian Realism,乌克兰现实主义
2412,Themes,Countries and Nations,,Indonesian Realism,印尼现实主义
2413,Themes,Countries and Nations,,Indian Realism,印度现实主义
2414,Themes,Countries and Nations,,Russian Realism,俄罗斯现实主义
2415,Themes,Countries and Nations,,Propaganda,宣传
2416,Themes,Countries and Nations,,American Propaganda,美国的宣传
2417,Themes,Countries and Nations,,Soviet Propaganda,苏联的宣传
2418,Themes,Countries and Nations,,Arabic,阿拉伯语
2419,Themes,Countries and Nations,,Caribbean,加勒比海地区
2420,Themes,Countries and Nations,,Mayan,玛雅人
2421,Themes,Countries and Nations,,Egyptian Art,埃及艺术
2422,Themes,Countries and Nations,,Socialist Realism,社会主义现实主义
2423,Themes,Countries and Nations,,Nordic Mythology,北欧神话
2424,Themes,Countries and Nations,,Byzantine Icon,拜占庭式图标
2425,Themes,Countries and Nations,,Christian Icon,基督教图标
2426,Themes,Urban/Rural,,Urban,城市
2427,Themes,Urban/Rural,,Urbancore,城市核心
2428,Themes,Urban/Rural,,Urban Exploration,城市探索
2429,Themes,Urban/Rural,,Rural,农村
2430,Themes,Urban/Rural,,Ruralcore,农村核心
2431,Themes,Urban/Rural,,Adventurecore,冒险核心
2432,Themes,Urban/Rural,,Hikecore,Hikecore
2433,Themes,Urban/Rural,,Prairiecore,燎原之心
2434,Themes,Urban/Rural,,Farmcore,农场核心
2435,Themes,Urban/Rural,,Countrycore,国家核心
2436,Themes,Urban/Rural,,Tavernwave,小酒馆之波
2437,Themes,Urban/Rural,,Cabincore,卡宾核心
2438,Themes,Urban/Rural,,Cottagecore,山寨版
2439,Themes,Rooms,,Outside,外围
2440,Themes,Rooms,,Living Room,客厅
2441,Themes,Rooms,,Lounge,休息室
2442,Themes,Rooms,,Den,穴位
2443,Themes,Rooms,,Front Room,前厅
2444,Themes,Rooms,,Dining Room,饭厅
2445,Themes,Rooms,,Kitchen,厨房
2446,Themes,Rooms,,Bedroom,卧室
2447,Themes,Rooms,,Guest Room,客房
2448,Themes,Rooms,,Bathroom,卫生间
2449,Themes,Rooms,,Hallway,走廊
2450,Themes,Rooms,,Passageway,通道
2451,Themes,Rooms,,Greenhouse,温室
2452,Themes,Rooms,,Atrium,中庭
2453,Themes,Rooms,,Conservatory,保育院
2454,Themes,Rooms,,Study,研究
2455,Themes,Rooms,,Library,图书馆
2456,Themes,Rooms,,Attic,阁楼
2457,Themes,Rooms,,Crawlspace,地下空间
2458,Themes,Rooms,,Basement,地下室
2459,Themes,Rooms,,Rooftop,屋顶
2460,Themes,Rooms,,Underground,地下
2461,Themes,Rooms,,Storage Room,储藏室
2462,Themes,Rooms,,Closet,壁橱
2463,Themes,Rooms,,Laundry Room,洗衣房
2464,Themes,Rooms,,Utility Room,杂物室
2465,Themes,Rooms,,Garage,车库
2466,Themes,Rooms,,Shed,棚屋
2467,Themes,Rooms,,Porch,门廊
2468,Themes,Rooms,,Balcony,阳台
2469,Themes,Rooms,,Game Room,游戏室
2470,Themes,Rooms,,Home Theater,家庭影院
2471,Themes,Rooms,,Gym Room,健身房
2472,Themes,Rooms,,Nursery,苗圃
2473,Themes,Rooms,,Prayer Room,祈祷室
2474,Themes,Architecture and Manufactured,,Cityscape,城市景观
2475,Themes,Architecture and Manufactured,,Architecture,建筑学
2476,Themes,Architecture and Manufactured,,Balinese Architecture,巴厘岛的建筑
2477,Themes,Architecture and Manufactured,,Brutalism,残暴主义
2478,Themes,Architecture and Manufactured,,Sphinx,斯芬克斯
2479,Themes,Architecture and Manufactured,,Industrial Design,工业设计
2480,Themes,Architecture and Manufactured,,Googie,谷格
2481,Themes,Architecture and Manufactured,,Playground,游乐场
2482,Themes,Architecture and Manufactured,,Poolcore,游泳池得分
2483,Themes,Architecture and Manufactured,,Labcore,实验中心
2484,Themes,Architecture and Manufactured,,Nuclear,核电
2485,Themes,Architecture and Manufactured,,Machine,机器
2486,Themes,Architecture and Manufactured,,Submachine,冲锋枪
2487,Themes,Architecture and Manufactured,,Robotic,机器人
2488,Themes,Architecture and Manufactured,,Cyborgism,机械人主义
2489,Themes,Architecture and Manufactured,,Tinkercore,叮当核心
2490,Themes,Architecture and Manufactured,,Craftcore,工艺核心
2491,Themes,Architecture and Manufactured,,Stimwave,刺激波
2492,Themes,Architecture and Manufactured,,Wormcore,虫核
2493,Themes,Architecture and Manufactured,,Barbiecore,巴比亚科
2494,Themes,Architecture and Manufactured,,Dollcore,娃娃核心
2495,Themes,Architecture and Manufactured,,Sanriocore,鄯善县
2496,Themes,Architecture and Manufactured,,Palewave,帕尔瓦
2497,Themes,Architecture and Manufactured,,Normcore,准则
2498,Themes,Architecture and Manufactured,,Bombacore,Bombacore
2499,Themes,Architecture and Manufactured,,Thriftcore,节俭的核心
2500,Themes,Biomes and Landscapes,,Woodland,林地
2501,Themes,Biomes and Landscapes,,Forest,森林
2502,Themes,Biomes and Landscapes,,Rainforest,雨林
2503,Themes,Biomes and Landscapes,,Coniferous Forest,针叶林
2504,Themes,Biomes and Landscapes,,Deciduous Forest,落叶林
2505,Themes,Biomes and Landscapes,,Jungle,丛林
2506,Themes,Biomes and Landscapes,,Junglecore,丛林核心
2507,Themes,Biomes and Landscapes,,Tropical,热带
2508,Themes,Biomes and Landscapes,,Thicket,灌木丛
2509,Themes,Biomes and Landscapes,,Orchard,果园
2510,Themes,Biomes and Landscapes,,Chaparral,坼裂
2511,Themes,Biomes and Landscapes,,Scrubland,灌丛地
2512,Themes,Biomes and Landscapes,,Shrubland,灌木丛地
2513,Themes,Biomes and Landscapes,,Heathland,石楠地
2514,Themes,Biomes and Landscapes,,Plains,平原地区
2515,Themes,Biomes and Landscapes,,Meadow,梅朵
2516,Themes,Biomes and Landscapes,,Prairie,草原地区
2517,Themes,Biomes and Landscapes,,Steppe,草原
2518,Themes,Biomes and Landscapes,,Valley,山谷
2519,Themes,Biomes and Landscapes,,Foothills,山脚下
2520,Themes,Biomes and Landscapes,,Grove,格罗夫
2521,Themes,Biomes and Landscapes,,Mangrove,红树林
2522,Themes,Biomes and Landscapes,,Bayou,巴伊欧
2523,Themes,Biomes and Landscapes,,Wetland,湿地
2524,Themes,Biomes and Landscapes,,Muskeg,穆斯克格
2525,Themes,Biomes and Landscapes,,Fen,凤姐
2526,Themes,Biomes and Landscapes,,Tundra,苔原
2527,Themes,Biomes and Landscapes,,Glacier,冰川
2528,Themes,Biomes and Landscapes,,Arctic,北极
2529,Themes,Biomes and Landscapes,,Desert,沙漠
2530,Themes,Biomes and Landscapes,,Desertwave,沙漠之波
2531,Themes,Biomes and Landscapes,,Dunes,沙丘
2532,Themes,Biomes and Landscapes,,Savanna,萨凡纳
2533,Themes,Biomes and Landscapes,,Dryland,旱地
2534,Themes,Biomes and Landscapes,,Beach,海滩
2535,Themes,Biomes and Landscapes,,Sea,海
2536,Themes,Biomes and Landscapes,,Deep Sea,深海
2537,Themes,Biomes and Landscapes,,Ocean,海洋
2538,Themes,Biomes and Landscapes,,Ocean Grunge,海洋格调
2539,Themes,Biomes and Landscapes,,Pond,塘边
2540,Themes,Biomes and Landscapes,,River,河流
2541,Themes,Biomes and Landscapes,,Lake,湖泊
2542,Themes,Biomes and Landscapes,,Waterfall,瀑布
2543,Themes,Biomes and Landscapes,,Coral Reef,珊瑚礁
2544,Themes,Biomes and Landscapes,,Reefwave,礁波
2545,Themes,Biomes and Landscapes,,Kelp Forest,海带森林
2546,Themes,Biomes and Landscapes,,Estuary,河口
2547,Themes,Biomes and Landscapes,,Floodplain,洪水区
2548,Themes,Biomes and Landscapes,,Hot Springs,温泉
2549,Themes,Biomes and Landscapes,,Canyon,峡谷
2550,Themes,Biomes and Landscapes,,Mountains,山区
2551,Themes,Biomes and Landscapes,,Crag,峭壁
2552,Themes,Biomes and Landscapes,,Volcano,火山
2553,Themes,Biomes and Landscapes,,Cave,洞穴
2554,Themes,Nature,,Naturecore,自然核心
2555,Themes,Nature,,Atmosphere,气氛
2556,Themes,Nature,,Environment,环境
2557,Themes,Nature,,Bloomcore,布卢姆核心
2558,Themes,Nature,,Flowercore,花芯
2559,Themes,Nature,,Mosscore,莫斯科
2560,Themes,Nature,,Mushroomcore,蘑菇芯
2561,Themes,Nature,,Organic,有机的
2562,Themes,Nature,,Lush,Lush
2563,Themes,Nature,,Garden,花园
2564,Themes,Nature,,Creature,生物
2565,Themes,Nature,,Frogcore,蛙芯
2566,Themes,Nature,,Paleocore,苍老师
2567,Themes,Nature,,Crowcore,Crowcore
2568,Themes,Nature,,Ravencore,锐高公司
2569,Themes,Nature,,Underwater,水下
2570,Themes,Nature,,Nautical,航海类
2571,Themes,Nature,,Wetcore,润芯
2572,Themes,Nature,,Anthropomorphic,拟人化的
2573,Themes,Nature,,Nautical Nonsense,航海的胡说八道
2574,Themes,Seasons and Weather,,Seasons,季节
2575,Themes,Seasons and Weather,,Spring,春天
2576,Themes,Seasons and Weather,,Summer,夏天
2577,Themes,Seasons and Weather,,Autumn,秋季
2578,Themes,Seasons and Weather,,Winter,冬季
2579,Themes,Seasons and Weather,,Overcast,阴天
2580,Themes,Seasons and Weather,,Weathercore,天气核心
2581,Themes,Seasons and Weather,,Breeze,微风
2582,Themes,Seasons and Weather,,Wind,风
2583,Themes,Seasons and Weather,,Rain,雨
2584,Themes,Seasons and Weather,,Downpour,倾盆大雨
2585,Themes,Seasons and Weather,,Sleet,霙
2586,Themes,Seasons and Weather,,Hail,欢呼声
2587,Themes,Seasons and Weather,,Lightning Bolt,闪电
2588,Themes,Seasons and Weather,,Lightningwave,闪电波
2589,Themes,Seasons and Weather,,Hurricane,飓风
2590,Themes,Seasons and Weather,,Tornado,龙卷风
2591,Themes,Seasons and Weather,,Microburst,微爆
2592,Themes,Seasons and Weather,,Storm,风暴
2593,Themes,Seasons and Weather,,Stormy,暴风影音
2594,Themes,Seasons and Weather,,Sandstorm,沙尘暴
2595,Themes,Seasons and Weather,,Heat,热量
2596,Themes,Seasons and Weather,,Eruption,爆发
2597,Themes,Seasons and Weather,,Tsunami,海啸
2598,Themes,Seasons and Weather,,Flood,洪水
2599,Themes,Seasons and Weather,,Flooded,被淹没
2600,Themes,Seasons and Weather,,Time Photograph,时间照片
2601,Themes,Holidays,,Christmas,圣诞节
2602,Themes,Holidays,,Santa,圣诞老人
2603,Themes,Holidays,,Elf,精灵
2604,Themes,Holidays,,Halloween,万圣节
2605,Themes,Professions and Types of People,,Boss,老板
2606,Themes,Professions and Types of People,,Master,硕士
2607,Themes,Professions and Types of People,,Police,警察
2608,Themes,Professions and Types of People,,Samurai,武士
2609,Themes,Professions and Types of People,,Samurai Warrior,武士战士
2610,Themes,Professions and Types of People,,Viking,维京人
2611,Themes,Professions and Types of People,,Goblin,小妖精
2612,Themes,Professions and Types of People,,Pilgrim,朝圣者
2613,Themes,Professions and Types of People,,Quarterback,四分卫
2614,Themes,Time of Day,,Morning,早晨
2615,Themes,Time of Day,,Midday,中午时分
2616,Themes,Time of Day,,Noon,中午
2617,Themes,Time of Day,,Afternoon,下午
2618,Themes,Time of Day,,Dusk,黄昏
2619,Themes,Time of Day,,Night,夜间
2620,Themes,Time of Day,,Midnight,午夜
2621,Themes,Time of Day,,Twilight,暮光之城
2622,Themes,Time of Day,,Dawn,曙光
2623,Themes,Sports,,Basketball,篮球
2624,Themes,Sports,,Baseball,棒球
2625,Themes,Sports,,Football,橄榄球
2626,Themes,Sports,,Golf,高尔夫
2627,Themes,Sports,,Golf Ball,高尔夫球
2628,Themes,Sports,,Hockey,曲棍球
2629,Themes,Sports,,Hockey Puck,冰球
2630,Themes,Sports,,Skydiving,跳伞
2631,Themes,Music Styles,,Musical,音乐剧
2632,Themes,Music Styles,,Musical Notation,音乐记谱法
2633,Themes,Music Styles,,Rave,狂欢
2634,Themes,Music Styles,,Vaporwave,蒸发波
2635,Themes,Music Styles,,Synthwave,合成波
2636,Themes,Music Styles,,Chillwave,寒流
2637,Themes,Music Styles,,Hypnagogic Pop,催眠流行音乐
2638,Themes,Music Styles,,Hyperpop,超音波
2639,Themes,Music Styles,,Techno,技术类
2640,Themes,Music Styles,,Tenwave,天波
2641,Themes,Music Styles,,Bardcore,Bardcore
2642,Themes,Music Styles,,Breakcore,突破核心
2643,Themes,Music Styles,,Shpongle,仕邦乐
2644,Themes,Music Styles,,In The Style of Shpongle,在Shpongle的风格中
2645,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Cyberpunk,赛博朋克
2646,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Postcyberpunk,后cyberpunk
2647,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Cuberpunk,古巴朋克
2648,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Bronzepunk,青铜色朋克（Bronzepunk
2649,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Steelpunk,钢筋混凝土
2650,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Clockpunk,时钟朋克
2651,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Icepunk,Icepunk
2652,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Stonepunk,石头朋克
2653,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Swordpunk,剑客》（Swordpunk
2654,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Steampunk,蒸汽朋克
2655,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Dieselpunk,柴油朋克
2656,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Gadgetpunk,小工具朋克（Gadgetpunk
2657,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Atompunk,阿托姆邦克
2658,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Nanopunk,纳米朋克
2659,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Aetherpunk,醚朋克（Aetherpunk
2660,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Solarpunk,太阳朋克
2661,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Lunarpunk,月光朋克
2662,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Biopunk,生物朋克
2663,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Forestpunk,森林朋克
2664,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Islandpunk,岛国朋克
2665,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Seapunk,海派克
2666,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Decopunk,颓废朋克
2667,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Cassettepunk,卡赛特朋克
2668,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Formicapunk,形状朋克
2669,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Salvagepunk,救世朋克
2670,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Silkpunk,丝绸朋克
2671,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Sandalpunk,桑德朋克
2672,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Dreampunk,德瑞庞克
2673,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Daydreampunk,昼夜颠倒
2674,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Magicpunk,魔法朋克
2675,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Fractalpunk,分形朋克
2676,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Rococopunk,洛克朋克
2677,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Pastelpunk,帕斯特朋克
2678,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Neonpunk,霓虹朋克
2679,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Legopunk,Legopunk
2680,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Legogearpunk,乐高积木
2681,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Catholicpunk,天主教朋克
2682,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Dollpunk,杜尔朋克
2683,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Clownpunk,克隆庞克(Clownpunk)
2684,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Hermitpunk,隐士朋克
2685,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Folk Punk,民谣朋克
2686,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Europunk,欧洲朋克
2687,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Dracopunk,Dracopunk
2688,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Mythpunk,神话朋克
2689,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Cargopunk,卡哥朋克
2690,Themes,"Punk Styles (Steampunk, Cyberpunk, etc.)",,Slimepunk,瘦身朋克
2691,Themes,Other Themes,,Cystalcore,Cystalcore
2692,Themes,Other Themes,,Sparklecore,閃亮的核心
2693,Themes,Other Themes,,Pastelwave,粉彩浪
2694,Themes,Other Themes,,Rainbowcore,虹彩核心
2695,Themes,Other Themes,,Glowwave,辉光波
2696,Themes,Other Themes,,Glo-Fi,伽罗-菲
2697,Themes,Other Themes,,Lightcore,光芯
2698,Themes,Other Themes,,Rollerwave,辊子波
2699,Themes,Other Themes,,Gourmet,美食家
2700,Themes,Other Themes,,Corrupt,腐败
2701,Themes,Other Themes,,Corrupted,腐败的
2702,Themes,Other Themes,,Cleancore,清芯
2703,Themes,Other Themes,,Safetycore,安全核心
2704,Themes,Other Themes,,Warmcore,暖核
2705,Themes,Other Themes,,Grandparentcore,祖父母核心
2706,Themes,Other Themes,,Lovecore,爱的核心
2707,Themes,Other Themes,,Happycore,快乐核心
2708,Themes,Other Themes,,Smilecore,微笑核心
2709,Themes,Other Themes,,Academia,学院
2710,Themes,Other Themes,,Poetcore,诗芯
2711,Themes,Other Themes,,Villagecore,乡村振兴
2712,Themes,Other Themes,,Dragoncore,龙芯
2713,Themes,Other Themes,,Knightcore,骑士核心
2714,Themes,Other Themes,,Roguecore,洛克菲勒（Roguecore）
2715,Themes,Other Themes,,Royalcore,皇家核心
2716,Themes,Other Themes,,Princecore,创始人
2717,Themes,Other Themes,,Princesscore,公主核心
2718,Themes,Other Themes,,Unicorncore,统一的核心
2719,Themes,Other Themes,,Selkiecore,硒基科
2720,Themes,Other Themes,,Villaincore,小人国
2721,Themes,Other Themes,,Clowncore,克劳恩科
2722,Themes,Other Themes,,Tinycore,小芯
2723,Themes,Other Themes,,Miniaturecore,微型核心
2724,Themes,Other Themes,,Miniature World,微型世界
2725,Themes,Other Themes,,Heatwave,热浪
2726,Themes,Other Themes,,Cartoon,卡通
2727,Themes,Other Themes,,Marvel Comics,惊奇漫画
2728,Themes,Other Themes,,Anime,动漫
2729,Themes,Other Themes,,Animecore,兴发娱乐官网手机版
2730,Themes,Other Themes,,Kawaii,卡瓦伊
2731,Themes,Other Themes,,Eerie,阴森恐怖
2732,Themes,Other Themes,,Vast,回复
2733,Themes,Other Themes,,Escapism,逃避主义
2734,Themes,Other Themes,,Ligne Claire,清除线
2735,Themes,Other Themes,,Gloomcore,Gloomcore
2736,Themes,Other Themes,,Dullcore,钝核
2737,Themes,Other Themes,,Dazecore,大智若愚
2738,Themes,Other Themes,,Sleepycore,沉睡的核心
2739,Themes,Other Themes,,Kidcore,孩童核心
2740,Themes,Other Themes,,Tweencore,特温核心
2741,Themes,Other Themes,,Scoutcore,侦察兵核心
2742,Themes,Other Themes,,Brocore,锦上添花
2743,Themes,Other Themes,,Existentialism,存在主义
2744,Themes,Other Themes,,Lovecraftian,爱因斯坦
2745,Themes,Other Themes,,Bohemianism,波西米亚主义
2746,Themes,Other Themes,,Honeycore,蜂蜜核心
2747,Themes,Other Themes,,Jamcore,酱核
2748,Themes,Other Themes,,Materialisimo,材料
